harm_one,harm_two,harm_three,harm_four,harm_five,label
0.28036235,0.440414476,0.149786543,0.054130068,0.075306564,0
0.146752082,0.513505839,0.160698882,0.093584838,0.085458359,0
0.209306165,0.489526178,0.122142798,0.112950999,0.06607386,0
0.331705266,0.438547478,0.072749656,0.109667544,0.047330056,0
0.342040313,0.416730136,0.066130913,0.136746042,0.038352596,0
0.366751433,0.393536429,0.07353375,0.142212377,0.023966012,0
0.318513369,0.392416808,0.135769059,0.143441253,0.009859511,0
0.292471607,0.363906713,0.227610893,0.104892317,0.01111847,0
0.264378225,0.331004583,0.306226621,0.091005186,0.007385385,0
0.324620436,0.284389555,0.269217611,0.099351485,0.022420913,0
0.320104961,0.329495185,0.253668279,0.075276221,0.021455354,0
0.376168236,0.302554248,0.240846258,0.059717354,0.020713905,0
0.384937544,0.280182075,0.250278459,0.065225151,0.019376771,0
0.383641367,0.246439329,0.279412312,0.069504925,0.021002067,0
0.454519715,0.137594046,0.307750131,0.077245026,0.022891082,0
0.453542209,0.144492657,0.300795524,0.08154029,0.01962932,0
0.483583722,0.078802638,0.311506797,0.101334238,0.024772605,0
0.500069161,0.30798654600000003,0.146398544,0.022109601,0.023436148,0
0.360029957,0.424340274,0.172160341,0.009574931,0.033894497,0
0.406768249,0.375500156,0.171115599,0.013293033,0.033322963,0
0.282769486,0.445027681,0.201971966,0.032988117,0.03724275,0
0.206179251,0.526589458,0.184199339,0.045811405,0.037220547,0
0.251531054,0.494161408,0.156635102,0.05500995,0.042662485,0
0.311911068,0.423259771,0.153302994,0.06607188,0.045454287,0
0.347598159,0.349031057,0.170565841,0.089281048,0.043523895,0
0.431571263,0.219600698,0.195308688,0.110077407,0.043441944,0
0.51511929,0.126380541,0.195148775,0.116833581,0.046517813,0
0.38971582,0.241014602,0.233920357,0.098007055,0.037342166,0
0.355332711,0.268858791,0.264996782,0.075809387,0.035002329,0
0.41427865,0.134771928,0.350086171,0.061491902,0.03937135,0
0.258517377,0.257693267,0.377985639,0.058382666,0.047421052,0
0.412021788,0.330448286,0.153948224,0.04748558,0.056096123,0
0.378617892,0.368663543,0.162178261,0.036964814,0.053575491,0
0.234684527,0.420965558,0.202771932,0.078836753,0.06274123,0
0.268867959,0.406515963,0.185683433,0.095982277,0.042950369,0
0.358255258,0.34372127,0.166754289,0.103059403,0.028209779,0
0.331649733,0.323301821,0.194983923,0.129698065,0.020366458,0
0.355896188,0.27893897,0.194955051,0.152696511,0.01751328,0
0.296477461,0.26342932,0.246113538,0.165014918,0.028964763,0
0.236282367,0.292579454,0.308129204,0.131608658,0.031400317,0
0.202641998,0.286359055,0.369402619,0.099895236,0.041701092,0
0.338452336,0.234795924,0.283778614,0.095449136,0.04752399,0
0.344284977,0.297188501,0.235896955,0.082368954,0.040260613,0
0.374252288,0.326545553,0.210115364,0.05533893,0.033747864,0
0.399582953,0.325335178,0.211451675,0.036129061,0.027501133,0
0.419979469,0.268346041,0.244909876,0.041096994,0.025667621,0
0.418737433,0.253420509,0.262174974,0.038281362,0.027385722,0
0.488779377,0.316341403,0.137160961,0.015195606,0.042522653,0
0.463551506,0.354874955,0.137612262,0.009248195,0.034713083,0
0.335122357,0.430591556,0.161444635,0.037403911,0.035437541,0
0.398628682,0.397869991,0.14032378,0.045416883,0.017760664,0
0.503900636,0.324477578,0.125800468,0.039621237,0.006200081,0
0.506540202,0.26455564,0.169348763,0.047533948,0.012021447,0
0.475060389,0.248329685,0.203717982,0.050090923,0.022801021,0
0.418954335,0.219056232,0.271795417,0.054414153,0.035779863,0
0.320688258,0.180510911,0.371952231,0.077938056,0.048910544,0
0.221698941,0.134101332,0.463098028,0.111561968,0.069539731,0
0.178072361,0.194805919,0.427145523,0.115109441,0.084866756,0
0.230240697,0.215250666,0.388945077,0.086173245,0.079390315,0
0.324148319,0.118561391,0.41184913,0.064356578,0.081084582,0
0.361007704,0.148249137,0.36666982,0.055754642,0.068318697,0
0.4263646,0.07248864,0.361138266,0.072610832,0.067397662,0
0.354039339,0.273976056,0.222157641,0.097295869,0.052531094,0
0.417971844,0.321524271,0.135788279,0.062457273,0.062258333,0
0.367014649,0.394468203,0.119011536,0.057633301,0.061872311,0
0.20216824,0.4774823,0.134047762,0.10907189,0.077229809,0
0.283268881,0.419198001,0.114582396,0.122557483,0.060393239,0
0.344863812,0.369013611,0.107611014,0.128359262,0.050152302,0
0.419688542,0.266996964,0.116008064,0.152750138,0.044556292,0
0.515610895,0.175484023,0.104511913,0.170257059,0.03413611,0
0.508625837,0.163832019,0.115447183,0.187081115,0.025013847,0
0.542200828,0.10788988100000001,0.156824858,0.161370907,0.031713526,0
0.566123927,0.066552377,0.191144751,0.1454215,0.030757445,0
0.588838769,0.034451151,0.203351004,0.159967187,0.013391889,0
0.476785394,0.248252021,0.152960723,0.113821117,0.008180745,0
0.441371575,0.359598578,0.126755573,0.069251963,0.003022311,0
0.394012296,0.389129277,0.144571394,0.069744176,0.002542857,0
0.328339902,0.42790113,0.173870547,0.067327666,0.002560755,0
0.308928652,0.419924479,0.210977748,0.054927565,0.005241557,0
0.341586879,0.350492472,0.187532493,0.07857699,0.041811166,0
0.434323717,0.319261288,0.139904534,0.048826346,0.057684116,0
0.349255965,0.404784664,0.14522519,0.042962494,0.057771686,0
0.137412427,0.52415792,0.179891929,0.084460512,0.074077212,0
0.231904881,0.463587129,0.150300938,0.097210044,0.056997008,0
0.316932503,0.410933766,0.12657869,0.098217960000000007,0.047337082,0
0.339515726,0.35904049,0.136216196,0.11959552,0.045632069,0
0.441799835,0.274802742,0.116895244,0.129735684,0.036766495,0
0.359429343,0.296938966,0.162874306,0.147361608,0.033395777,0
0.272572762,0.33070066,0.226071628,0.125157742,0.045497208,0
0.312288046,0.278914925,0.267266061,0.095730568,0.045800399,0
0.381544902,0.260898655,0.236350913,0.097433118,0.023772413,0
0.335933302,0.340724136,0.199414447,0.103012006,0.020916109,0
0.34273802,0.374670436,0.174452745,0.089984179,0.01815462,0
0.336213941,0.37664469,0.194954623,0.079872019,0.012314726,0
0.328960106,0.358976149,0.238225672,0.061411062,0.012427011,0
0.393979536,0.259396848,0.277704829,0.0557324,0.013186387,0
0.431573372,0.221893906,0.284073746,0.050751842,0.011707134,0
0.446571138,0.211564924,0.277458926,0.054997628,0.009407383,0
0.523562676,0.12795562,0.283814843,0.054595068,0.010071792,0
0.609750649,0.060244052,0.275451434,0.040405997,0.014147867,0
0.629748225,0.062636956,0.270220523,0.026622263,0.010772033,0
0.633551097,0.048557507,0.259707767,0.044862817,0.013320813,0
0.341967661,0.356881468,0.131099582,0.113921496,0.056129791,0
0.289569081,0.439885892,0.124506799,0.062547288,0.083490941,0
0.315793482,0.424889031,0.117101086,0.069113224,0.073103178,0
0.279701925,0.439968082,0.104899211,0.112512234,0.062918547,0
0.232336179,0.493305461,0.069081629,0.142304086,0.062972645,0
0.296904721,0.465519228,0.029499458,0.149593477,0.058483116,0
0.354229731,0.40244859,0.020152283,0.175146133,0.048023263,0
0.307699546,0.383553447,0.053713579,0.213983624,0.041049804,0
0.342232306,0.335903387,0.104340798,0.19029233,0.027231178,0
0.396420366,0.301551689,0.140940895,0.145146377,0.015940673,0
0.366933049,0.283234815,0.180736709,0.151715213,0.017380215,0
0.318009363,0.370117066,0.151753358,0.150146594,0.009973618,0
0.391261947,0.338566806,0.151715516,0.110704263,0.007751469,0
0.438075696,0.3019941,0.152752061,0.090174015,0.017004127,0
0.43337037899999997,0.325088,0.149082338,0.074889507,0.017569775,0
0.516521776,0.227245157,0.163207009,0.070409389,0.022616669,0
0.601885728,0.155125262,0.164575891,0.053247039,0.02516608,0
0.588240841,0.171762059,0.157383303,0.058688444,0.023925354,0
0.642789083,0.11182449,0.141701339,0.083006731,0.020678357,0
0.710584755,0.039199183,0.144682885,0.083193197,0.022339979,0
0.704592457,0.045906869,0.14766653,0.072734386,0.029099758,0
0.678380954,0.073579115,0.14853944,0.075017835,0.024482655,0
0.345289719,0.357937905,0.139681269,0.109637185,0.047453923,0
0.292369922,0.439007967,0.130466238,0.067849112,0.07030676,0
0.27455086,0.441471287,0.134618139,0.082210461,0.067149253,0
0.254144874,0.440460737,0.124483137,0.124105064,0.056806188,0
0.222322315,0.473910657,0.09180917,0.154585994,0.057371864,0
0.297761635,0.42893606,0.061953917,0.156878075,0.054470314,0
0.349679985,0.369203694,0.059635066,0.177904972,0.043576282,0
0.356185825,0.273668184,0.084955581,0.244631855,0.040558555,0
0.381362147,0.220029766,0.139334393,0.228896541,0.030377152,0
0.487761556,0.145230108,0.171821979,0.170593198,0.024593158,0
0.602439067,0.031458439,0.176461391,0.158594747,0.031046356,0
0.553870275,0.20820695,0.066970494,0.148756978,0.022195302,0
0.586193041,0.261730997,0.028412515,0.109629496,0.01403395,0
0.603530685,0.22803552,0.068400612,0.0915819,0.008451284,0
0.507847823,0.324565529,0.084414314,0.07411221,0.009060123,0
0.564036215,0.270695525,0.095572828,0.060529241,0.009166191,0
0.648046009,0.203083551,0.090357262,0.048113022,0.010400156,0
0.598302563,0.256590626,0.076033724,0.059667783,0.009405303,0
0.602531785,0.252517907,0.065346439,0.076867076,0.002736794,0
0.633396223,0.197258138,0.08885877,0.077096254,0.003390615,0
0.627604453,0.162002971,0.119628128,0.088280968,0.002483479,0
0.603626613,0.169195665,0.123549249,0.096720324,0.006908149,0
0.607981824,0.150252308,0.149040987,0.081041984,0.011682897,0
0.571916584,0.161278835,0.175325571,0.073422996,0.018056014,0
0.443361928,0.292146821,0.183858878,0.06773623,0.012896142,0
0.42147831,0.279728581,0.20165214,0.081107169,0.0160338,0
0.280384327,0.400376776,0.22136472,0.077641928,0.020232248,0
0.243446986,0.442261304,0.206616351,0.086855056,0.020820304,0
0.212972149,0.431607781,0.261627116,0.066791974,0.02700098,0
0.171497629,0.556951183,0.231334516,0.009420392,0.030796279,0
0.254502317,0.411300235,0.241016958,0.047269588,0.045910902,0
0.274131033,0.30347852,0.248192872,0.116228472,0.057969102,0
0.361584596,0.270973932,0.239428165,0.082918365,0.045094942,0
0.41609626,0.133841301,0.328722275,0.070147525,0.051192639,0
0.337317124,0.258362153,0.294834024,0.070783479,0.038703221,0
0.422458674,0.27022318,0.232108701,0.043180802,0.032028643,0
0.468035139,0.275687377,0.186595534,0.041966431,0.027715519,0
0.48151586,0.27827828,0.168200058,0.051964119,0.020041683,0
0.457069959,0.325986933,0.149116499,0.050134781,0.017691828,0
0.458428772,0.326233839,0.15563557,0.039091824,0.020609996,0
0.492292287,0.277988272,0.16020225,0.046052893,0.023464298,0
0.465599563,0.328171161,0.126295489,0.057720227,0.022213559,0
0.464371056,0.315264637,0.107202249,0.087049434,0.026112624,0
0.572981372,0.19544162,0.073782131,0.120024319,0.037770558,0
0.633107189,0.14190123,0.018259787,0.158929787,0.047802006,0
0.448565848,0.362675576,0.02452341,0.124375871,0.039859295,0
0.343336112,0.50023893,0.056943655,0.074805097,0.024676206,0
0.351811665,0.345554382,0.124353986,0.122437893,0.055842074,0
0.285905176,0.433936977,0.129447694,0.066246673,0.08446348,0
0.30329237,0.434289502,0.125966527,0.064395716,0.072055884,0
0.237848427,0.469130233,0.119833467,0.10883767,0.064350203,0
0.207058786,0.509878483,0.086231915,0.134206649,0.062624167,0
0.254258317,0.487803593,0.055745654,0.14603512,0.056157316,0
0.304687347,0.412794886,0.071493576,0.167504673,0.043519519,0
0.306047948,0.352958359,0.11266656,0.195190137,0.033136996,0
0.344839768,0.298107554,0.165692792,0.174705714,0.016654172,0
0.43496698,0.236869643,0.195971805,0.124446578,0.007744993,0
0.447044595,0.188307261,0.236693359,0.115241186,0.012713599,0
0.395345696,0.263506217,0.225412006,0.111966908,0.003769173,0
0.383294389,0.276494931,0.236005012,0.093784038,0.010421631,0
0.348124851,0.294266674,0.247228798,0.088548589,0.021831089,0
0.294968255,0.363106532,0.240206634,0.081068747,0.020649832,0
0.36549097,0.270999916,0.26568817,0.074251217,0.023569728,0
0.450646903,0.209281632,0.264528403,0.050989417,0.024553645,0
0.443151688,0.236729604,0.249275513,0.049954083,0.020889112,0
0.514015332,0.130801387,0.263406526,0.072855447,0.018921309,0
0.581925907,0.038398331,0.279247648,0.079076075,0.021352039,0
0.604072043,0.021873634,0.2763418,0.067349148,0.030363375,0
0.5759459,0.064609369,0.261218334,0.071724972,0.026501426,0
0.604908466,0.070159855,0.228478848,0.077769245,0.018683587,0
0.641840653,0.021477088,0.228936005,0.086290266,0.021455987,0
0.60999511,0.078115872,0.197879771,0.095100487,0.01890876,0
0.599325475,0.091091693,0.18384026,0.107463401,0.018279172,0
0.490900382,0.202705292,0.189698736,0.103783755,0.012911835,0
0.446903978,0.208376783,0.224829139,0.108878215,0.011011885,0
0.413160767,0.170836642,0.323603406,0.076989772,0.015409413,0
0.246411586,0.322774026,0.402675731,0.014404722,0.013733934,0
0.165459429,0.267123081,0.522766715,0.035241028,0.009409747,0
0.163630118,0.049290015,0.67092293,0.105710815,0.010446122,0
0.089195371,0.156234348,0.623617053,0.119992076,0.010961153,0
0.196092905,0.150274898,0.565540738,0.079739263,0.008352195,0
0.348893596,0.338642707,0.15019664,0.09373707,0.068529987,0
0.33184968,0.416642025,0.121951947,0.058328329,0.071228018,0
0.293491762,0.424636856,0.119145673,0.087160452,0.075565257,0
0.307500723,0.419276911,0.098382867,0.114104374,0.060735125,0
0.332955374,0.427123876,0.065561475,0.124219518,0.050139756,0
0.366860081,0.400240419,0.043927831,0.146330885,0.042640784,0
0.427154395,0.347204426,0.025014801,0.164990051,0.035636328,0
0.410534732,0.318896677,0.064793357,0.180834899,0.024940335,0
0.44772951,0.252259025,0.123634923,0.149000403,0.027376139,0
0.50706084,0.121757521,0.214325953,0.134241413,0.022614274,0
0.459042895,0.104486752,0.278887507,0.151904774,0.005678072,0
0.347190951,0.292278679,0.242535704,0.110699019,0.007295646,0
0.317043099,0.294270156,0.286081302,0.087468403,0.01513704,0
0.320027198,0.287089438,0.300079084,0.081390882,0.011413399,0
0.274684373,0.36145628,0.288421504,0.064882498,0.010555344,0
0.33188454,0.248545822,0.335642701,0.067466981,0.016459956,0
0.376469073,0.147169369,0.392299664,0.067810846,0.016251048,0
0.369136597,0.207766606,0.326058418,0.079267404,0.017770975,0
0.43053458,0.180164128,0.288591414,0.091144,0.009565879,0
0.5563796,0.078759043,0.278121595,0.082844173,0.003895589,0
0.592065774,0.074861305,0.253231919,0.067224981,0.012616022,0
0.58374711,0.123872654,0.225819789,0.056158824,0.010401623,0
0.559795277,0.178918365,0.200490064,0.05613832,0.004657974,0
0.507714957,0.233982346,0.187852385,0.06192254,0.008527772,0
0.450073224,0.265010582,0.194828474,0.077152501,0.012935219,0
0.434533459,0.231567294,0.227426815,0.098268329,0.008204103,0
0.346223244,0.319791783,0.227780457,0.09705427,0.009150246,0
0.326997705,0.305040171,0.241448085,0.104492957,0.022021082,0
0.355276039,0.197274256,0.354750474,0.066411022,0.026288209,0
0.235100037,0.408374856,0.309565049,0.028091524,0.018868533,0
0.264451604,0.296313291,0.354439985,0.059298365,0.025496755,0
0.294121938,0.34198337,0.18990542,0.117456286,0.056532987,0
0.373331162,0.372549509,0.123651649,0.069166324,0.061301356,0
0.324522693,0.462664503,0.100786592,0.049811131,0.062215081,0
0.204858696,0.532728279,0.09755763,0.090861911,0.073993484,0
0.259302119,0.51234831,0.053738524,0.111706411,0.062904636,0
0.337784291,0.468704685,0.029622801,0.112200378,0.051687845,0
0.329064151,0.421447911,0.070937276,0.134631726,0.043918937,0
0.376909393,0.344989117,0.111071285,0.132537604,0.034492601,0
0.353618684,0.327696874,0.154735016,0.137080166,0.026869259,0
0.362323227,0.2682876,0.211255202,0.123885877,0.034248094,0
0.398130596,0.16543216,0.279946743,0.119366443,0.037124058,0
0.444313144,0.079812704,0.318413581,0.13707782,0.020382751,0
0.417671992,0.140003642,0.299576266,0.121385918,0.021362182,0
0.454523293,0.183604709,0.252124004,0.092592579,0.017155414,0
0.467932706,0.18642152,0.237282266,0.097069925,0.011293583,0
0.477794293,0.198975252,0.224413945,0.087303185,0.011513325,0
0.575234238,0.147379229,0.196107442,0.073814138,0.007464953,0
0.61575628,0.167167539,0.123561802,0.087653116,0.005861263,0
0.586655822,0.241190145,0.059164961,0.100912134,0.012076937,0
0.55696725,0.260447379,0.074329036,0.098209546,0.010046789,0
0.612189699,0.204294368,0.093833897,0.085697035,0.003985001,0
0.622962303,0.17431645,0.105477287,0.088904729,0.008339231,0
0.682600926,0.115486403,0.094081907,0.097699315,0.010131449,0
0.672065883,0.113088785,0.107470418,0.099432807,0.007942107,0
0.588575631,0.142392599,0.144618486,0.111032305,0.013380979,0
0.465013627,0.247237358,0.143659726,0.125824541,0.018264748,0
0.314147233,0.332041852,0.171007786,0.163409596,0.019393533,0
0.229095029,0.355331042,0.204872826,0.189737966,0.020963137,0
0.192441711,0.327012589,0.281766087,0.170848494,0.027931118,0
0.249674582,0.352887624,0.169921707,0.143978883,0.083537204,0
0.370157044,0.350475872,0.131750171,0.074504356,0.073112557,0
0.31244648,0.443471348,0.121386612,0.053846064,0.068849497,0
0.2048111,0.506308384,0.121983534,0.091151476,0.075745506,0
0.243084689,0.499584512,0.089449428,0.109030379,0.058850992,0
0.324860876,0.470544661,0.049101,0.111423197,0.044070267,0
0.316712856,0.460836957,0.044227415,0.142548645,0.035674128,0
0.381974542,0.382502527,0.059562408,0.152801994,0.023158529,0
0.37544927299999997,0.342572091,0.111214373,0.161858084,0.008906178,0
0.401943091,0.294303775,0.160518995,0.135434296,0.007799843,0
0.464203983,0.179302913,0.21854199,0.131243299,0.006707815,0
0.476705043,0.176273176,0.1886047,0.132164456,0.026252625,0
0.401661538,0.29929149,0.166469454,0.107765762,0.024811757,0
0.415824682,0.277203542,0.179407861,0.099862309,0.027701606,0
0.377272383,0.314419821,0.181232195,0.1043215,0.022754102,0
0.350863336,0.332486625,0.196072489,0.097844674,0.022732876,0
0.443054667,0.208305881,0.225863404,0.096324375,0.026451672,0
0.474904799,0.190936211,0.219342037,0.092685538,0.022131414,0
0.486681677,0.210113327,0.170637634,0.107507181,0.025060181,0
0.518882218,0.209669733,0.140425272,0.111676752,0.019346026,0
0.576742491,0.187031825,0.127317421,0.097818908,0.011089355,0
0.594289943,0.177473587,0.126448451,0.092581839,0.009206181,0
0.593758942,0.184400689,0.113184246,0.100611673,0.00804445,0
0.555485667,0.229943247,0.100220802,0.1059013,0.008448985,0
0.53660513,0.232227904,0.109096842,0.117756069,0.004314055,0
0.481363959,0.245435566,0.140646399,0.129251954,0.0033021220000000002,0
0.433185168,0.218138228,0.184956563,0.155587691,0.008132349,0
0.374576885,0.291283711,0.185620561,0.139220462,0.009298381,0
0.42981789,0.211721374,0.211029,0.133670484,0.013761253,0
0.362182455,0.302296947,0.216483338,0.082542834,0.036494426,0
0.454981781,0.295737352,0.140091917,0.051967715,0.057221235,0
0.367186706,0.402282058,0.133809483,0.038440652,0.058281101,0
0.176904931,0.520895058,0.157538981,0.070064595,0.074596435,0
0.311873487,0.425635041,0.120620077,0.082567731,0.059303665,0
0.385536489,0.400654881,0.085514129,0.081442366,0.046852136,0
0.42936359,0.364403497,0.078071887,0.086912603,0.041248423,0
0.50576777,0.336200094,0.048067917,0.075730607,0.034233612,0
0.483716984,0.355314051,0.056910894,0.071007562,0.03305051,0
0.478449236,0.351509576,0.07883149,0.045084493,0.046125206,0
0.498311379,0.298588536,0.101528347,0.045432329,0.056139409,0
0.495884812,0.271088688,0.122751986,0.057143697,0.053130816,0
0.461898039,0.334428049,0.104366463,0.044948495,0.054358955,0
0.484550476,0.276549065,0.121052543,0.055365796,0.06248212,0
0.450908559,0.334065028,0.087940031,0.067708031,0.059378351,0
0.441228914,0.337831948,0.102025067,0.061830126,0.057083945,0
0.462578779,0.233586998,0.189516212,0.051793524,0.062524487,0
0.244091224,0.406368347,0.253808839,0.04569922,0.05003237,0
0.213200375,0.3220881,0.335610357,0.076222329,0.052878838,0
0.193697414,0.376977314,0.318047247,0.069640356,0.04163767,0
0.209687416,0.441680018,0.273466643,0.042803192,0.03236273,0
0.314587984,0.39410623,0.099077624,0.118994182,0.07323398,0
0.382579648,0.35078929,0.126832022,0.066596314,0.073202725,0
0.325080944,0.438488752,0.112025936,0.056378886,0.068025482,0
0.230619763,0.491936126,0.107365406,0.098206202,0.071872503,0
0.296333244,0.471319398,0.063597437,0.112061,0.056688922,0
0.385962949,0.427658379,0.035605308,0.107803557,0.042969808,0
0.390361172,0.385341228,0.059247322,0.130745721,0.034304556,0
0.428572467,0.31257721,0.095002909,0.139486991,0.024360423,0
0.42112925,0.268093333,0.14975727,0.150367237,0.010652911,0
0.375312194,0.262925911,0.218621428,0.133183742,0.009956726,0
0.39401172,0.125948046,0.331929228,0.138503287,0.009607719,0
0.376631459,0.108735034,0.348349841,0.149967341,0.016316325,0
0.317047114,0.241965141,0.31166808,0.108720518,0.020599148,0
0.340095709,0.235349472,0.312073115,0.082329049,0.030152655,0
0.328373799,0.24685918,0.314198214,0.082777799,0.027791009,0
0.323609871,0.275899234,0.296683362,0.074780428,0.029027105,0
0.392467766,0.175685581,0.289773524,0.101567226,0.040505904,0
0.330130169,0.355481857,0.149153947,0.09950601,0.065728017,0
0.296876414,0.445471026,0.119029223,0.072609129,0.066014208,0
0.221304638,0.484446287,0.113162845,0.110450036,0.070636194,0
0.258755368,0.482103407,0.071124321,0.134738268,0.053278636,0
0.338583509,0.467722092,0.015324988,0.138512115,0.039857296,0
0.328432297,0.456258362,0.022517384,0.16288137,0.029910588,0
0.337348327,0.398366074,0.062590366,0.181331063,0.02036417,0
0.277607891,0.412503701,0.096718235,0.204888302,0.00828187,0
0.291460874,0.379581949,0.146999978,0.171850907,0.010106292,0
0.266194917,0.333649646,0.247541897,0.141207203,0.011406337,0
0.174033731,0.392185969,0.248867922,0.14429091,0.040621468,0
0.164275967,0.455936453,0.213277945,0.136040791,0.030468844,0
0.228564344,0.434497209,0.179892034,0.125457823,0.03158859,0
0.288396395,0.416755581,0.161654205,0.106908994,0.026284825,0
0.349716527,0.360522964,0.178531829,0.086183422,0.025045258,0
0.442148648,0.226610648,0.184324145,0.109424864,0.037491694,0
0.365602833,0.343565404,0.136116677,0.08469795,0.070017136,0
0.353938482,0.409614935,0.102708408,0.064615298,0.069122877,0
0.309079892,0.419636061,0.09835948,0.101438845,0.071485722,0
0.357267062,0.394567497,0.070986509,0.121435092,0.055743839,0
0.411276097,0.370901799,0.048056395,0.123931775,0.045833935,0
0.426014856,0.328615467,0.060794297,0.145414198,0.039161183,0
0.428032611,0.294756086,0.088595415,0.158316534,0.030299354,0
0.395037891,0.291310658,0.118018458,0.171565023,0.02406797,0
0.405890244,0.239221644,0.158138395,0.171701243,0.025048474,0
0.409288163,0.141621594,0.22791483,0.19740267,0.023772742,0
0.28973443,0.161925838,0.284190455,0.25150852,0.012640757,0
0.239518061,0.267087015,0.270507621,0.212566287,0.010321016,0
0.254131149,0.225986559,0.329494204,0.181168589,0.009219499,0
0.269722635,0.280492972,0.289576654,0.137525877,0.022681862,0
0.225646835,0.35056254,0.253261617,0.149228328,0.02130068,0
0.377958087,0.213684019,0.201072933,0.154058645,0.053226315,0
0.344810633,0.3594428,0.12755326,0.088896618,0.079296689,0
0.276903356,0.472185292,0.107808495,0.061388194,0.081714662,0
0.172732201,0.530235481,0.097497073,0.105491322,0.094043923,0
0.195838073,0.533496383,0.062359756,0.133785754,0.074520034,0
0.284545217,0.50516461,0.022162286,0.130272482,0.057855406,0
0.237757523,0.500610646,0.047956806,0.164746031,0.048928994,0
0.228855786,0.4562755,0.088965882,0.183009501,0.04289333,0
0.183678619,0.462972491,0.130111097,0.190492971,0.032744822,0
0.157960195,0.465756917,0.177756253,0.157150219,0.041376416,0
0.209601244,0.384103798,0.235803611,0.124908554,0.045582793,0
0.289015622,0.363582202,0.212681639,0.112251831,0.022468706,0
0.259755625,0.414216188,0.207536404,0.091487454,0.027004329,0
0.342707912,0.326556074,0.226494356,0.067722451,0.036519207,0
0.351306809,0.366349532,0.197283721,0.058510533000000003,0.026549405,0
0.380268892,0.342935349,0.1862267,0.062594279,0.02797478,0
0.480331704,0.232148747,0.176517459,0.078279759,0.032722331,0
0.467972051,0.289198304,0.144915068,0.068610528,0.029304048,0
0.410194809,0.324672254,0.13850964,0.08987209,0.036751206,0
0.338989819,0.399348214,0.141090969,0.057183194,0.063387803,0
0.365390262,0.395038689,0.135782927,0.049376579,0.054411544,0
0.271101033,0.444000893,0.152548917,0.085015944,0.047333212,0
0.221636086,0.493909243,0.138567693,0.102629556,0.043257423,0
0.261295287,0.48163182,0.105107433,0.114125139,0.037840322,0
0.311775262,0.432001503,0.089437281,0.141703174,0.025082779,0
0.368780805,0.363773487,0.106214227,0.149160252,0.01207123,0
0.390367002,0.324733158,0.158673667,0.118667273,0.0075589,0
0.448843949,0.297410354,0.169418269,0.071081435,0.013245993,0
0.504817189,0.183183027,0.206528513,0.085788629,0.019682642,0
0.383675981,0.289075837,0.208390907,0.10402259,0.014834685,0
0.328906444,0.355159414,0.213660631,0.083885803,0.018387708,0
